,a0,a3,omega,number,color
689,0.68,0.0,0.9,0.0,b
690,0.69,0.0,0.0,7.0,0.55
691,0.69,0.0,0.1,7.0,0.55
692,0.69,0.0,0.2,5.0,y
693,0.69,0.0,0.3,5.0,y
694,0.69,0.0,0.4,3.0,c
695,0.69,0.0,0.5,3.0,c
696,0.69,0.0,0.6,2.0,r
697,0.69,0.0,0.7,2.0,r
698,0.69,0.0,0.8,1.0,g
699,0.69,0.0,0.9,0.0,b
700,0.7,0.0,0.0,7.0,0.55
701,0.7,0.0,0.1,7.0,0.55
702,0.7,0.0,0.2,5.0,y
703,0.7,0.0,0.3,5.0,y
704,0.7,0.0,0.4,3.0,c
705,0.7,0.0,0.5,3.0,c
706,0.7,0.0,0.6,2.0,r
707,0.7,0.0,0.7,2.0,r
708,0.7,0.0,0.8,1.0,g
709,0.7,0.0,0.9,0.0,b
710,0.71,0.0,0.0,7.0,0.55
711,0.71,0.0,0.1,7.0,0.55
712,0.71,0.0,0.2,5.0,y
713,0.71,0.0,0.3,5.0,y
714,0.71,0.0,0.4,3.0,c
715,0.71,0.0,0.5,3.0,c
716,0.71,0.0,0.6,2.0,r
717,0.71,0.0,0.7,2.0,r
718,0.71,0.0,0.8,1.0,g
719,0.71,0.0,0.9,0.0,b
720,0.72,0.0,0.0,7.0,0.55
721,0.72,0.0,0.1,7.0,0.55
722,0.72,0.0,0.2,5.0,y
723,0.72,0.0,0.3,5.0,y
724,0.72,0.0,0.4,3.0,c
725,0.72,0.0,0.5,3.0,c
726,0.72,0.0,0.6,2.0,r
727,0.72,0.0,0.7,2.0,r
728,0.72,0.0,0.8,1.0,g
729,0.72,0.0,0.9,0.0,b
730,0.73,0.0,0.0,7.0,0.55
731,0.73,0.0,0.1,7.0,0.55
732,0.73,0.0,0.2,5.0,y
733,0.73,0.0,0.3,5.0,y
734,0.73,0.0,0.4,3.0,c
735,0.73,0.0,0.5,3.0,c
736,0.73,0.0,0.6,2.0,r
737,0.73,0.0,0.7,2.0,r
738,0.73,0.0,0.8,1.0,g
739,0.73,0.0,0.9,0.0,b
740,0.74,0.0,0.0,7.0,0.55
741,0.74,0.0,0.1,7.0,0.55
742,0.74,0.0,0.2,5.0,y
743,0.74,0.0,0.3,5.0,y
744,0.74,0.0,0.4,3.0,c
745,0.74,0.0,0.5,3.0,c
746,0.74,0.0,0.6,2.0,r
747,0.74,0.0,0.7,2.0,r
748,0.74,0.0,0.8,1.0,g
749,0.74,0.0,0.9,0.0,b
750,0.75,0.0,0.0,7.0,0.55
751,0.75,0.0,0.1,7.0,0.55
752,0.75,0.0,0.2,5.0,y
753,0.75,0.0,0.3,5.0,y
754,0.75,0.0,0.4,3.0,c
755,0.75,0.0,0.5,3.0,c
756,0.75,0.0,0.6,2.0,r
757,0.75,0.0,0.7,2.0,r
758,0.75,0.0,0.8,1.0,g
759,0.75,0.0,0.9,0.0,b
760,0.76,0.0,0.0,7.0,0.55
761,0.76,0.0,0.1,7.0,0.55
762,0.76,0.0,0.2,5.0,y
763,0.76,0.0,0.3,5.0,y
764,0.76,0.0,0.4,3.0,c
765,0.76,0.0,0.5,3.0,c
766,0.76,0.0,0.6,2.0,r
767,0.76,0.0,0.7,2.0,r
768,0.76,0.0,0.8,1.0,g
769,0.76,0.0,0.9,0.0,b
770,0.77,0.0,0.0,7.0,0.55
771,0.77,0.0,0.1,7.0,0.55
772,0.77,0.0,0.2,5.0,y
773,0.77,0.0,0.3,5.0,y
774,0.77,0.0,0.4,3.0,c
775,0.77,0.0,0.5,3.0,c
776,0.77,0.0,0.6,2.0,r
777,0.77,0.0,0.7,2.0,r
778,0.77,0.0,0.8,1.0,g
779,0.77,0.0,0.9,0.0,b
780,0.78,0.0,0.0,7.0,0.55
781,0.78,0.0,0.1,7.0,0.55
782,0.78,0.0,0.2,5.0,y
783,0.78,0.0,0.3,5.0,y
784,0.78,0.0,0.4,3.0,c
785,0.78,0.0,0.5,3.0,c
786,0.78,0.0,0.6,2.0,r
787,0.78,0.0,0.7,2.0,r
788,0.78,0.0,0.8,1.0,g
789,0.78,0.0,0.9,0.0,b
790,0.79,0.0,0.0,7.0,0.55
791,0.79,0.0,0.1,7.0,0.55
792,0.79,0.0,0.2,6.0,0.15
793,0.79,0.0,0.3,5.0,y
794,0.79,0.0,0.4,3.0,c
795,0.79,0.0,0.5,3.0,c
796,0.79,0.0,0.6,2.0,r
797,0.79,0.0,0.7,2.0,r
798,0.79,0.0,0.8,1.0,g
799,0.79,0.0,0.9,0.0,b
800,0.8,0.0,0.0,7.0,0.55
801,0.8,0.0,0.1,7.0,0.55
802,0.8,0.0,0.2,7.0,0.55
803,0.8,0.0,0.3,5.0,y
804,0.8,0.0,0.4,3.0,c
805,0.8,0.0,0.5,3.0,c
806,0.8,0.0,0.6,2.0,r
807,0.8,0.0,0.7,2.0,r
808,0.8,0.0,0.8,1.0,g
809,0.8,0.0,0.9,0.0,b
810,0.81,0.0,0.0,7.0,0.55
811,0.81,0.0,0.1,7.0,0.55
812,0.81,0.0,0.2,7.0,0.55
813,0.81,0.0,0.3,5.0,y
814,0.81,0.0,0.4,3.0,c
815,0.81,0.0,0.5,3.0,c
816,0.81,0.0,0.6,2.0,r
817,0.81,0.0,0.7,2.0,r
818,0.81,0.0,0.8,1.0,g
819,0.81,0.0,0.9,0.0,b
820,0.82,0.0,0.0,7.0,0.55
821,0.82,0.0,0.1,7.0,0.55
822,0.82,0.0,0.2,7.0,0.55
823,0.82,0.0,0.3,5.0,y
824,0.82,0.0,0.4,3.0,c
825,0.82,0.0,0.5,3.0,c
826,0.82,0.0,0.6,2.0,r
827,0.82,0.0,0.7,2.0,r
828,0.82,0.0,0.8,1.0,g
829,0.82,0.0,0.9,0.0,b
830,0.83,0.0,0.0,7.0,0.55
831,0.83,0.0,0.1,7.0,0.55
832,0.83,0.0,0.2,7.0,0.55
833,0.83,0.0,0.3,5.0,y
834,0.83,0.0,0.4,3.0,c
835,0.83,0.0,0.5,3.0,c
836,0.83,0.0,0.6,2.0,r
837,0.83,0.0,0.7,2.0,r
838,0.83,0.0,0.8,1.0,g
839,0.83,0.0,0.9,0.0,b
840,0.84,0.0,0.0,7.0,0.55
841,0.84,0.0,0.1,7.0,0.55
842,0.84,0.0,0.2,7.0,0.55
843,0.84,0.0,0.3,5.0,y
844,0.84,0.0,0.4,3.0,c
845,0.84,0.0,0.5,3.0,c
846,0.84,0.0,0.6,2.0,r
847,0.84,0.0,0.7,2.0,r
848,0.84,0.0,0.8,1.0,g
849,0.84,0.0,0.9,0.0,b
850,0.85,0.0,0.0,7.0,0.55
851,0.85,0.0,0.1,7.0,0.55
852,0.85,0.0,0.2,7.0,0.55
853,0.85,0.0,0.3,5.0,y
854,0.85,0.0,0.4,3.0,c
855,0.85,0.0,0.5,3.0,c
856,0.85,0.0,0.6,2.0,r
857,0.85,0.0,0.7,2.0,r
858,0.85,0.0,0.8,1.0,g
859,0.85,0.0,0.9,0.0,b
860,0.86,0.0,0.0,7.0,0.55
861,0.86,0.0,0.1,7.0,0.55
862,0.86,0.0,0.2,7.0,0.55
863,0.86,0.0,0.3,5.0,y
864,0.86,0.0,0.4,3.0,c
865,0.86,0.0,0.5,3.0,c
866,0.86,0.0,0.6,2.0,r
867,0.86,0.0,0.7,2.0,r
868,0.86,0.0,0.8,1.0,g
869,0.86,0.0,0.9,0.0,b
870,0.87,0.0,0.0,7.0,0.55
871,0.87,0.0,0.1,7.0,0.55
872,0.87,0.0,0.2,7.0,0.55
873,0.87,0.0,0.3,5.0,y
874,0.87,0.0,0.4,3.0,c
875,0.87,0.0,0.5,3.0,c
876,0.87,0.0,0.6,2.0,r
877,0.87,0.0,0.7,2.0,r
878,0.87,0.0,0.8,1.0,g
879,0.87,0.0,0.9,0.0,b
880,0.88,0.0,0.0,7.0,0.55
881,0.88,0.0,0.1,7.0,0.55
882,0.88,0.0,0.2,7.0,0.55
883,0.88,0.0,0.3,5.0,y
884,0.88,0.0,0.4,3.0,c
885,0.88,0.0,0.5,3.0,c
886,0.88,0.0,0.6,2.0,r
887,0.88,0.0,0.7,2.0,r
888,0.88,0.0,0.8,1.0,g
889,0.88,0.0,0.9,0.0,b
890,0.89,0.0,0.0,7.0,0.55
891,0.89,0.0,0.1,7.0,0.55
892,0.89,0.0,0.2,7.0,0.55
893,0.89,0.0,0.3,5.0,y
894,0.89,0.0,0.4,3.0,c
895,0.89,0.0,0.5,3.0,c
896,0.89,0.0,0.6,2.0,r
897,0.89,0.0,0.7,2.0,r
898,0.89,0.0,0.8,1.0,g
899,0.89,0.0,0.9,0.0,b
900,0.9,0.0,0.0,7.0,0.55
901,0.9,0.0,0.1,7.0,0.55
902,0.9,0.0,0.2,7.0,0.55
903,0.9,0.0,0.3,5.0,y
904,0.9,0.0,0.4,3.0,c
905,0.9,0.0,0.5,3.0,c
906,0.9,0.0,0.6,2.0,r
907,0.9,0.0,0.7,2.0,r
908,0.9,0.0,0.8,1.0,g
909,0.9,0.0,0.9,0.0,b
910,0.91,0.0,0.0,7.0,0.55
911,0.91,0.0,0.1,7.0,0.55
912,0.91,0.0,0.2,7.0,0.55
913,0.91,0.0,0.3,5.0,y
914,0.91,0.0,0.4,3.0,c
915,0.91,0.0,0.5,3.0,c
916,0.91,0.0,0.6,2.0,r
917,0.91,0.0,0.7,2.0,r
918,0.91,0.0,0.8,1.0,g
919,0.91,0.0,0.9,0.0,b
920,0.92,0.0,0.0,7.0,0.55
921,0.92,0.0,0.1,7.0,0.55
922,0.92,0.0,0.2,7.0,0.55
923,0.92,0.0,0.3,5.0,y
924,0.92,0.0,0.4,3.0,c
925,0.92,0.0,0.5,3.0,c
926,0.92,0.0,0.6,2.0,r
927,0.92,0.0,0.7,2.0,r
928,0.92,0.0,0.8,1.0,g
929,0.92,0.0,0.9,0.0,b
930,0.93,0.0,0.0,7.0,0.55
931,0.93,0.0,0.1,7.0,0.55
932,0.93,0.0,0.2,7.0,0.55
933,0.93,0.0,0.3,5.0,y
934,0.93,0.0,0.4,3.0,c
935,0.93,0.0,0.5,3.0,c
936,0.93,0.0,0.6,2.0,r
937,0.93,0.0,0.7,2.0,r
938,0.93,0.0,0.8,1.0,g
939,0.93,0.0,0.9,0.0,b
940,0.94,0.0,0.0,7.0,0.55
941,0.94,0.0,0.1,7.0,0.55
942,0.94,0.0,0.2,7.0,0.55
943,0.94,0.0,0.3,5.0,y
944,0.94,0.0,0.4,3.0,c
945,0.94,0.0,0.5,3.0,c
946,0.94,0.0,0.6,2.0,r
947,0.94,0.0,0.7,2.0,r
948,0.94,0.0,0.8,1.0,g
949,0.94,0.0,0.9,0.0,b
950,0.95,0.0,0.0,7.0,0.55
951,0.95,0.0,0.1,7.0,0.55
952,0.95,0.0,0.2,7.0,0.55
953,0.95,0.0,0.3,5.0,y
954,0.95,0.0,0.4,3.0,c
955,0.95,0.0,0.5,3.0,c
956,0.95,0.0,0.6,2.0,r
957,0.95,0.0,0.7,2.0,r
958,0.95,0.0,0.8,1.0,g
959,0.95,0.0,0.9,0.0,b
960,0.96,0.0,0.0,7.0,0.55
961,0.96,0.0,0.1,7.0,0.55
962,0.96,0.0,0.2,7.0,0.55
963,0.96,0.0,0.3,5.0,y
964,0.96,0.0,0.4,3.0,c
965,0.96,0.0,0.5,3.0,c
966,0.96,0.0,0.6,2.0,r
967,0.96,0.0,0.7,2.0,r
968,0.96,0.0,0.8,1.0,g
969,0.96,0.0,0.9,0.0,b
970,0.97,0.0,0.0,7.0,0.55
971,0.97,0.0,0.1,7.0,0.55
972,0.97,0.0,0.2,7.0,0.55
973,0.97,0.0,0.3,5.0,y
974,0.97,0.0,0.4,3.0,c
975,0.97,0.0,0.5,3.0,c
976,0.97,0.0,0.6,2.0,r
977,0.97,0.0,0.7,2.0,r
978,0.97,0.0,0.8,1.0,g
979,0.97,0.0,0.9,0.0,b
980,0.98,0.0,0.0,7.0,0.55
981,0.98,0.0,0.1,7.0,0.55
982,0.98,0.0,0.2,7.0,0.55
983,0.98,0.0,0.3,5.0,y
984,0.98,0.0,0.4,3.0,c
985,0.98,0.0,0.5,3.0,c
986,0.98,0.0,0.6,2.0,r
987,0.98,0.0,0.7,2.0,r
988,0.98,0.0,0.8,1.0,g
989,0.98,0.0,0.9,0.0,b
990,0.99,0.0,0.0,7.0,0.55
991,0.99,0.0,0.1,7.0,0.55
992,0.99,0.0,0.2,7.0,0.55
993,0.99,0.0,0.3,5.0,y
994,0.99,0.0,0.4,3.0,c
995,0.99,0.0,0.5,3.0,c
996,0.99,0.0,0.6,2.0,r
997,0.99,0.0,0.7,2.0,r
998,0.99,0.0,0.8,1.0,g
999,0.99,0.0,0.9,0.0,b
1000,0.01,0.01,0.0,7.0,0.55
1001,0.01,0.01,0.1,5.0,y
1002,0.01,0.01,0.2,5.0,y
1003,0.01,0.01,0.3,5.0,y
1004,0.01,0.01,0.4,3.0,c
1005,0.01,0.01,0.5,3.0,c
1006,0.01,0.01,0.6,2.0,r
1007,0.01,0.01,0.7,2.0,r
1008,0.01,0.01,0.8,1.0,g
1009,0.01,0.01,0.9,0.0,b
1010,0.02,0.01,0.0,7.0,0.55
1011,0.02,0.01,0.1,5.0,y
1012,0.02,0.01,0.2,5.0,y
1013,0.02,0.01,0.3,5.0,y
1014,0.02,0.01,0.4,3.0,c
1015,0.02,0.01,0.5,3.0,c
1016,0.02,0.01,0.6,2.0,r
1017,0.02,0.01,0.7,2.0,r
1018,0.02,0.01,0.8,1.0,g
1019,0.02,0.01,0.9,0.0,b
1020,0.03,0.01,0.0,7.0,0.55
1021,0.03,0.01,0.1,5.0,y
1022,0.03,0.01,0.2,5.0,y
1023,0.03,0.01,0.3,5.0,y
1024,0.03,0.01,0.4,3.0,c
1025,0.03,0.01,0.5,3.0,c
1026,0.03,0.01,0.6,2.0,r
1027,0.03,0.01,0.7,2.0,r
1028,0.03,0.01,0.8,1.0,g
1029,0.03,0.01,0.9,0.0,b
1030,0.04,0.01,0.0,7.0,0.55
1031,0.04,0.01,0.1,5.0,y
1032,0.04,0.01,0.2,5.0,y
1033,0.04,0.01,0.3,5.0,y
1034,0.04,0.01,0.4,3.0,c
1035,0.04,0.01,0.5,3.0,c
1036,0.04,0.01,0.6,2.0,r
1037,0.04,0.01,0.7,2.0,r
1038,0.04,0.01,0.8,1.0,g
1039,0.04,0.01,0.9,0.0,b
1040,0.05,0.01,0.0,7.0,0.55
1041,0.05,0.01,0.1,5.0,y
1042,0.05,0.01,0.2,5.0,y
1043,0.05,0.01,0.3,5.0,y
1044,0.05,0.01,0.4,3.0,c
1045,0.05,0.01,0.5,3.0,c
1046,0.05,0.01,0.6,2.0,r
1047,0.05,0.01,0.7,2.0,r
1048,0.05,0.01,0.8,1.0,g
1049,0.05,0.01,0.9,0.0,b
1050,0.06,0.01,0.0,7.0,0.55
1051,0.06,0.01,0.1,5.0,y
1052,0.06,0.01,0.2,5.0,y
1053,0.06,0.01,0.3,5.0,y
1054,0.06,0.01,0.4,3.0,c
1055,0.06,0.01,0.5,3.0,c
1056,0.06,0.01,0.6,2.0,r
1057,0.06,0.01,0.7,2.0,r
1058,0.06,0.01,0.8,1.0,g
1059,0.06,0.01,0.9,0.0,b
1060,0.07,0.01,0.0,7.0,0.55
1061,0.07,0.01,0.1,5.0,y
1062,0.07,0.01,0.2,5.0,y
1063,0.07,0.01,0.3,5.0,y
1064,0.07,0.01,0.4,3.0,c
1065,0.07,0.01,0.5,3.0,c
1066,0.07,0.01,0.6,2.0,r
1067,0.07,0.01,0.7,2.0,r
1068,0.07,0.01,0.8,1.0,g
1069,0.07,0.01,0.9,0.0,b
1070,0.08,0.01,0.0,7.0,0.55
1071,0.08,0.01,0.1,5.0,y
1072,0.08,0.01,0.2,5.0,y
1073,0.08,0.01,0.3,5.0,y
1074,0.08,0.01,0.4,3.0,c
1075,0.08,0.01,0.5,3.0,c
1076,0.08,0.01,0.6,2.0,r
1077,0.08,0.01,0.7,2.0,r
1078,0.08,0.01,0.8,1.0,g
1079,0.08,0.01,0.9,0.0,b
1080,0.09,0.01,0.0,7.0,0.55
1081,0.09,0.01,0.1,5.0,y
1082,0.09,0.01,0.2,5.0,y
1083,0.09,0.01,0.3,5.0,y
1084,0.09,0.01,0.4,3.0,c
1085,0.09,0.01,0.5,3.0,c
1086,0.09,0.01,0.6,2.0,r
1087,0.09,0.01,0.7,2.0,r
1088,0.09,0.01,0.8,1.0,g
1089,0.09,0.01,0.9,0.0,b
1090,0.1,0.01,0.0,7.0,0.55
1091,0.1,0.01,0.1,5.0,y
1092,0.1,0.01,0.2,5.0,y
1093,0.1,0.01,0.3,5.0,y
1094,0.1,0.01,0.4,3.0,c
1095,0.1,0.01,0.5,3.0,c
1096,0.1,0.01,0.6,2.0,r
1097,0.1,0.01,0.7,2.0,r
1098,0.1,0.01,0.8,1.0,g
1099,0.1,0.01,0.9,0.0,b
1100,0.11,0.01,0.0,7.0,0.55
1101,0.11,0.01,0.1,5.0,y
1102,0.11,0.01,0.2,5.0,y
1103,0.11,0.01,0.3,5.0,y
1104,0.11,0.01,0.4,3.0,c
1105,0.11,0.01,0.5,3.0,c
1106,0.11,0.01,0.6,2.0,r
1107,0.11,0.01,0.7,2.0,r
1108,0.11,0.01,0.8,1.0,g
1109,0.11,0.01,0.9,0.0,b
1110,0.12,0.01,0.0,7.0,0.55
1111,0.12,0.01,0.1,5.0,y
1112,0.12,0.01,0.2,5.0,y
1113,0.12,0.01,0.3,5.0,y
1114,0.12,0.01,0.4,3.0,c
1115,0.12,0.01,0.5,3.0,c
1116,0.12,0.01,0.6,2.0,r
1117,0.12,0.01,0.7,2.0,r
1118,0.12,0.01,0.8,1.0,g
1119,0.12,0.01,0.9,0.0,b
1120,0.13,0.01,0.0,7.0,0.55
1121,0.13,0.01,0.1,5.0,y
1122,0.13,0.01,0.2,5.0,y
1123,0.13,0.01,0.3,5.0,y
1124,0.13,0.01,0.4,3.0,c
1125,0.13,0.01,0.5,3.0,c
1126,0.13,0.01,0.6,2.0,r
1127,0.13,0.01,0.7,2.0,r
1128,0.13,0.01,0.8,1.0,g
1129,0.13,0.01,0.9,0.0,b
1130,0.14,0.01,0.0,7.0,0.55
1131,0.14,0.01,0.1,5.0,y
1132,0.14,0.01,0.2,5.0,y
1133,0.14,0.01,0.3,5.0,y
1134,0.14,0.01,0.4,3.0,c
1135,0.14,0.01,0.5,3.0,c
1136,0.14,0.01,0.6,2.0,r
1137,0.14,0.01,0.7,2.0,r
1138,0.14,0.01,0.8,1.0,g
1139,0.14,0.01,0.9,0.0,b
1140,0.15,0.01,0.0,7.0,0.55
1141,0.15,0.01,0.1,5.0,y
1142,0.15,0.01,0.2,5.0,y
1143,0.15,0.01,0.3,5.0,y
1144,0.15,0.01,0.4,3.0,c
1145,0.15,0.01,0.5,3.0,c
1146,0.15,0.01,0.6,2.0,r
1147,0.15,0.01,0.7,2.0,r
1148,0.15,0.01,0.8,1.0,g
1149,0.15,0.01,0.9,0.0,b
1150,0.16,0.01,0.0,7.0,0.55
1151,0.16,0.01,0.1,5.0,y
1152,0.16,0.01,0.2,5.0,y
1153,0.16,0.01,0.3,5.0,y
1154,0.16,0.01,0.4,3.0,c
1155,0.16,0.01,0.5,3.0,c
1156,0.16,0.01,0.6,2.0,r
1157,0.16,0.01,0.7,2.0,r
1158,0.16,0.01,0.8,1.0,g
1159,0.16,0.01,0.9,0.0,b
1160,0.17,0.01,0.0,7.0,0.55
1161,0.17,0.01,0.1,5.0,y
1162,0.17,0.01,0.2,5.0,y
1163,0.17,0.01,0.3,5.0,y
1164,0.17,0.01,0.4,3.0,c
1165,0.17,0.01,0.5,3.0,c
1166,0.17,0.01,0.6,2.0,r
1167,0.17,0.01,0.7,2.0,r
1168,0.17,0.01,0.8,1.0,g
1169,0.17,0.01,0.9,0.0,b
1170,0.18,0.01,0.0,7.0,0.55
1171,0.18,0.01,0.1,5.0,y
1172,0.18,0.01,0.2,5.0,y
1173,0.18,0.01,0.3,5.0,y
1174,0.18,0.01,0.4,3.0,c
1175,0.18,0.01,0.5,3.0,c
1176,0.18,0.01,0.6,2.0,r
1177,0.18,0.01,0.7,2.0,r
1178,0.18,0.01,0.8,1.0,g
1179,0.18,0.01,0.9,0.0,b
1180,0.19,0.01,0.0,7.0,0.55
1181,0.19,0.01,0.1,5.0,y
1182,0.19,0.01,0.2,5.0,y
1183,0.19,0.01,0.3,5.0,y
1184,0.19,0.01,0.4,3.0,c
1185,0.19,0.01,0.5,3.0,c
1186,0.19,0.01,0.6,2.0,r
1187,0.19,0.01,0.7,2.0,r
1188,0.19,0.01,0.8,1.0,g
1189,0.19,0.01,0.9,0.0,b
1190,0.2,0.01,0.0,7.0,0.55
1191,0.2,0.01,0.1,5.0,y
1192,0.2,0.01,0.2,5.0,y
1193,0.2,0.01,0.3,5.0,y
1194,0.2,0.01,0.4,3.0,c
1195,0.2,0.01,0.5,3.0,c
1196,0.2,0.01,0.6,2.0,r
1197,0.2,0.01,0.7,2.0,r
1198,0.2,0.01,0.8,1.0,g
1199,0.2,0.01,0.9,0.0,b
1200,0.21,0.01,0.0,7.0,0.55
1201,0.21,0.01,0.1,5.0,y
1202,0.21,0.01,0.2,5.0,y
1203,0.21,0.01,0.3,5.0,y
1204,0.21,0.01,0.4,3.0,c
1205,0.21,0.01,0.5,3.0,c
1206,0.21,0.01,0.6,2.0,r
1207,0.21,0.01,0.7,2.0,r
1208,0.21,0.01,0.8,1.0,g
1209,0.21,0.01,0.9,0.0,b
1210,0.22,0.01,0.0,7.0,0.55
1211,0.22,0.01,0.1,5.0,y
1212,0.22,0.01,0.2,5.0,y
1213,0.22,0.01,0.3,5.0,y
1214,0.22,0.01,0.4,3.0,c
1215,0.22,0.01,0.5,3.0,c
1216,0.22,0.01,0.6,2.0,r
1217,0.22,0.01,0.7,2.0,r
1218,0.22,0.01,0.8,1.0,g
1219,0.22,0.01,0.9,0.0,b
1220,0.23,0.01,0.0,7.0,0.55
1221,0.23,0.01,0.1,5.0,y
1222,0.23,0.01,0.2,5.0,y
1223,0.23,0.01,0.3,5.0,y
1224,0.23,0.01,0.4,3.0,c
1225,0.23,0.01,0.5,3.0,c
1226,0.23,0.01,0.6,2.0,r
1227,0.23,0.01,0.7,2.0,r
1228,0.23,0.01,0.8,1.0,g
1229,0.23,0.01,0.9,0.0,b
1230,0.24,0.01,0.0,7.0,0.55
1231,0.24,0.01,0.1,5.0,y
1232,0.24,0.01,0.2,5.0,y
1233,0.24,0.01,0.3,5.0,y
1234,0.24,0.01,0.4,3.0,c
1235,0.24,0.01,0.5,3.0,c
1236,0.24,0.01,0.6,2.0,r
1237,0.24,0.01,0.7,2.0,r
1238,0.24,0.01,0.8,1.0,g
1239,0.24,0.01,0.9,0.0,b
1240,0.25,0.01,0.0,7.0,0.55
1241,0.25,0.01,0.1,5.0,y
1242,0.25,0.01,0.2,5.0,y
1243,0.25,0.01,0.3,5.0,y
1244,0.25,0.01,0.4,3.0,c
1245,0.25,0.01,0.5,3.0,c
1246,0.25,0.01,0.6,2.0,r
1247,0.25,0.01,0.7,2.0,r
1248,0.25,0.01,0.8,1.0,g
1249,0.25,0.01,0.9,0.0,b
1250,0.26,0.01,0.0,7.0,0.55
1251,0.26,0.01,0.1,5.0,y
1252,0.26,0.01,0.2,5.0,y
1253,0.26,0.01,0.3,5.0,y
1254,0.26,0.01,0.4,3.0,c
1255,0.26,0.01,0.5,3.0,c
1256,0.26,0.01,0.6,2.0,r
1257,0.26,0.01,0.7,2.0,r
1258,0.26,0.01,0.8,1.0,g
1259,0.26,0.01,0.9,0.0,b
1260,0.27,0.01,0.0,7.0,0.55
1261,0.27,0.01,0.1,5.0,y
1262,0.27,0.01,0.2,5.0,y
1263,0.27,0.01,0.3,5.0,y
1264,0.27,0.01,0.4,3.0,c
1265,0.27,0.01,0.5,3.0,c
1266,0.27,0.01,0.6,2.0,r
1267,0.27,0.01,0.7,2.0,r
1268,0.27,0.01,0.8,1.0,g
1269,0.27,0.01,0.9,0.0,b
1270,0.28,0.01,0.0,7.0,0.55
1271,0.28,0.01,0.1,5.0,y
1272,0.28,0.01,0.2,5.0,y
1273,0.28,0.01,0.3,5.0,y
1274,0.28,0.01,0.4,3.0,c
1275,0.28,0.01,0.5,3.0,c
1276,0.28,0.01,0.6,2.0,r
1277,0.28,0.01,0.7,2.0,r
1278,0.28,0.01,0.8,1.0,g
1279,0.28,0.01,0.9,0.0,b
1280,0.29,0.01,0.0,7.0,0.55
1281,0.29,0.01,0.1,5.0,y
1282,0.29,0.01,0.2,5.0,y
1283,0.29,0.01,0.3,5.0,y
1284,0.29,0.01,0.4,3.0,c
1285,0.29,0.01,0.5,3.0,c
1286,0.29,0.01,0.6,2.0,r
1287,0.29,0.01,0.7,2.0,r
1288,0.29,0.01,0.8,1.0,g
1289,0.29,0.01,0.9,0.0,b
1290,0.3,0.01,0.0,7.0,0.55
1291,0.3,0.01,0.1,5.0,y
1292,0.3,0.01,0.2,5.0,y
1293,0.3,0.01,0.3,5.0,y
1294,0.3,0.01,0.4,3.0,c
1295,0.3,0.01,0.5,3.0,c
1296,0.3,0.01,0.6,2.0,r
1297,0.3,0.01,0.7,2.0,r
1298,0.3,0.01,0.8,1.0,g
1299,0.3,0.01,0.9,0.0,b
1300,0.31,0.01,0.0,7.0,0.55
1301,0.31,0.01,0.1,5.0,y
1302,0.31,0.01,0.2,5.0,y
1303,0.31,0.01,0.3,5.0,y
1304,0.31,0.01,0.4,3.0,c
1305,0.31,0.01,0.5,3.0,c
1306,0.31,0.01,0.6,2.0,r
1307,0.31,0.01,0.7,2.0,r
1308,0.31,0.01,0.8,1.0,g
1309,0.31,0.01,0.9,0.0,b
1310,0.32,0.01,0.0,7.0,0.55
1311,0.32,0.01,0.1,5.0,y
1312,0.32,0.01,0.2,5.0,y
1313,0.32,0.01,0.3,5.0,y
1314,0.32,0.01,0.4,3.0,c
1315,0.32,0.01,0.5,3.0,c
1316,0.32,0.01,0.6,2.0,r
1317,0.32,0.01,0.7,2.0,r
1318,0.32,0.01,0.8,1.0,g
1319,0.32,0.01,0.9,0.0,b
1320,0.33,0.01,0.0,7.0,0.55
1321,0.33,0.01,0.1,5.0,y
1322,0.33,0.01,0.2,5.0,y
1323,0.33,0.01,0.3,5.0,y
1324,0.33,0.01,0.4,3.0,c
1325,0.33,0.01,0.5,3.0,c
1326,0.33,0.01,0.6,2.0,r
1327,0.33,0.01,0.7,2.0,r
1328,0.33,0.01,0.8,1.0,g
1329,0.33,0.01,0.9,0.0,b
1330,0.34,0.01,0.0,7.0,0.55
1331,0.34,0.01,0.1,5.0,y
1332,0.34,0.01,0.2,5.0,y
1333,0.34,0.01,0.3,5.0,y
1334,0.34,0.01,0.4,3.0,c
1335,0.34,0.01,0.5,3.0,c
1336,0.34,0.01,0.6,2.0,r
1337,0.34,0.01,0.7,2.0,r
1338,0.34,0.01,0.8,1.0,g
1339,0.34,0.01,0.9,0.0,b
1340,0.35,0.01,0.0,7.0,0.55
1341,0.35,0.01,0.1,5.0,y
1342,0.35,0.01,0.2,5.0,y
1343,0.35,0.01,0.3,5.0,y
1344,0.35,0.01,0.4,3.0,c
1345,0.35,0.01,0.5,3.0,c
1346,0.35,0.01,0.6,2.0,r
1347,0.35,0.01,0.7,2.0,r
1348,0.35,0.01,0.8,1.0,g
1349,0.35,0.01,0.9,0.0,b
1350,0.36,0.01,0.0,7.0,0.55
1351,0.36,0.01,0.1,5.0,y
1352,0.36,0.01,0.2,5.0,y
1353,0.36,0.01,0.3,5.0,y
1354,0.36,0.01,0.4,3.0,c
1355,0.36,0.01,0.5,3.0,c
1356,0.36,0.01,0.6,2.0,r
1357,0.36,0.01,0.7,2.0,r
