,a0,a3,omega,number,color
46425,0.98,0.71,0.5,7.0,0.55
46426,0.98,0.71,0.6,5.0,y
46427,0.98,0.71,0.7,3.0,c
46428,0.98,0.71,0.8,1.0,g
46429,0.98,0.71,0.9,0.0,b
46430,0.99,0.71,0.0,7.0,0.55
46431,0.99,0.71,0.1,7.0,0.55
46432,0.99,0.71,0.2,7.0,0.55
46433,0.99,0.71,0.3,7.0,0.55
46434,0.99,0.71,0.4,7.0,0.55
46435,0.99,0.71,0.5,7.0,0.55
46436,0.99,0.71,0.6,5.0,y
46437,0.99,0.71,0.7,3.0,c
46438,0.99,0.71,0.8,1.0,g
46439,0.99,0.71,0.9,0.0,b
46440,0.72,0.72,0.0,7.0,0.55
46441,0.72,0.72,0.1,7.0,0.55
46442,0.72,0.72,0.2,7.0,0.55
46443,0.72,0.72,0.3,7.0,0.55
46444,0.72,0.72,0.4,7.0,0.55
46445,0.72,0.72,0.5,5.0,y
46446,0.72,0.72,0.6,4.0,m
46447,0.72,0.72,0.7,3.0,c
46448,0.72,0.72,0.8,1.0,g
46449,0.72,0.72,0.9,0.0,b
46450,0.73,0.72,0.0,7.0,0.55
46451,0.73,0.72,0.1,7.0,0.55
46452,0.73,0.72,0.2,7.0,0.55
46453,0.73,0.72,0.3,7.0,0.55
46454,0.73,0.72,0.4,7.0,0.55
46455,0.73,0.72,0.5,5.0,y
46456,0.73,0.72,0.6,4.0,m
46457,0.73,0.72,0.7,3.0,c
46458,0.73,0.72,0.8,1.0,g
46459,0.73,0.72,0.9,0.0,b
46460,0.74,0.72,0.0,7.0,0.55
46461,0.74,0.72,0.1,7.0,0.55
46462,0.74,0.72,0.2,7.0,0.55
46463,0.74,0.72,0.3,7.0,0.55
46464,0.74,0.72,0.4,7.0,0.55
46465,0.74,0.72,0.5,5.0,y
46466,0.74,0.72,0.6,4.0,m
46467,0.74,0.72,0.7,3.0,c
46468,0.74,0.72,0.8,1.0,g
46469,0.74,0.72,0.9,0.0,b
46470,0.75,0.72,0.0,7.0,0.55
46471,0.75,0.72,0.1,7.0,0.55
46472,0.75,0.72,0.2,7.0,0.55
46473,0.75,0.72,0.3,7.0,0.55
46474,0.75,0.72,0.4,7.0,0.55
46475,0.75,0.72,0.5,5.0,y
46476,0.75,0.72,0.6,4.0,m
46477,0.75,0.72,0.7,3.0,c
46478,0.75,0.72,0.8,1.0,g
46479,0.75,0.72,0.9,0.0,b
46480,0.76,0.72,0.0,7.0,0.55
46481,0.76,0.72,0.1,7.0,0.55
46482,0.76,0.72,0.2,7.0,0.55
46483,0.76,0.72,0.3,7.0,0.55
46484,0.76,0.72,0.4,7.0,0.55
46485,0.76,0.72,0.5,5.0,y
46486,0.76,0.72,0.6,4.0,m
46487,0.76,0.72,0.7,3.0,c
46488,0.76,0.72,0.8,1.0,g
46489,0.76,0.72,0.9,0.0,b
46490,0.77,0.72,0.0,7.0,0.55
46491,0.77,0.72,0.1,7.0,0.55
46492,0.77,0.72,0.2,7.0,0.55
46493,0.77,0.72,0.3,7.0,0.55
46494,0.77,0.72,0.4,7.0,0.55
46495,0.77,0.72,0.5,5.0,y
46496,0.77,0.72,0.6,4.0,m
46497,0.77,0.72,0.7,3.0,c
46498,0.77,0.72,0.8,1.0,g
46499,0.77,0.72,0.9,0.0,b
46500,0.78,0.72,0.0,7.0,0.55
46501,0.78,0.72,0.1,7.0,0.55
46502,0.78,0.72,0.2,7.0,0.55
46503,0.78,0.72,0.3,7.0,0.55
46504,0.78,0.72,0.4,7.0,0.55
46505,0.78,0.72,0.5,5.0,y
46506,0.78,0.72,0.6,4.0,m
46507,0.78,0.72,0.7,3.0,c
46508,0.78,0.72,0.8,1.0,g
46509,0.78,0.72,0.9,0.0,b
46510,0.79,0.72,0.0,7.0,0.55
46511,0.79,0.72,0.1,7.0,0.55
46512,0.79,0.72,0.2,7.0,0.55
46513,0.79,0.72,0.3,7.0,0.55
46514,0.79,0.72,0.4,7.0,0.55
46515,0.79,0.72,0.5,5.0,y
46516,0.79,0.72,0.6,4.0,m
46517,0.79,0.72,0.7,3.0,c
46518,0.79,0.72,0.8,1.0,g
46519,0.79,0.72,0.9,0.0,b
46520,0.8,0.72,0.0,7.0,0.55
46521,0.8,0.72,0.1,7.0,0.55
46522,0.8,0.72,0.2,7.0,0.55
46523,0.8,0.72,0.3,7.0,0.55
46524,0.8,0.72,0.4,7.0,0.55
46525,0.8,0.72,0.5,5.0,y
46526,0.8,0.72,0.6,4.0,m
46527,0.8,0.72,0.7,3.0,c
46528,0.8,0.72,0.8,1.0,g
46529,0.8,0.72,0.9,0.0,b
46530,0.81,0.72,0.0,7.0,0.55
46531,0.81,0.72,0.1,7.0,0.55
46532,0.81,0.72,0.2,7.0,0.55
46533,0.81,0.72,0.3,7.0,0.55
46534,0.81,0.72,0.4,7.0,0.55
46535,0.81,0.72,0.5,5.0,y
46536,0.81,0.72,0.6,4.0,m
46537,0.81,0.72,0.7,3.0,c
46538,0.81,0.72,0.8,1.0,g
46539,0.81,0.72,0.9,0.0,b
46540,0.82,0.72,0.0,7.0,0.55
46541,0.82,0.72,0.1,7.0,0.55
46542,0.82,0.72,0.2,7.0,0.55
46543,0.82,0.72,0.3,7.0,0.55
46544,0.82,0.72,0.4,7.0,0.55
46545,0.82,0.72,0.5,5.0,y
46546,0.82,0.72,0.6,4.0,m
46547,0.82,0.72,0.7,3.0,c
46548,0.82,0.72,0.8,1.0,g
46549,0.82,0.72,0.9,0.0,b
46550,0.83,0.72,0.0,7.0,0.55
46551,0.83,0.72,0.1,7.0,0.55
46552,0.83,0.72,0.2,7.0,0.55
46553,0.83,0.72,0.3,7.0,0.55
46554,0.83,0.72,0.4,7.0,0.55
46555,0.83,0.72,0.5,5.0,y
46556,0.83,0.72,0.6,4.0,m
46557,0.83,0.72,0.7,3.0,c
46558,0.83,0.72,0.8,1.0,g
46559,0.83,0.72,0.9,0.0,b
46560,0.84,0.72,0.0,7.0,0.55
46561,0.84,0.72,0.1,7.0,0.55
46562,0.84,0.72,0.2,7.0,0.55
46563,0.84,0.72,0.3,7.0,0.55
46564,0.84,0.72,0.4,7.0,0.55
46565,0.84,0.72,0.5,5.0,y
46566,0.84,0.72,0.6,4.0,m
46567,0.84,0.72,0.7,3.0,c
46568,0.84,0.72,0.8,1.0,g
46569,0.84,0.72,0.9,0.0,b
46570,0.85,0.72,0.0,7.0,0.55
46571,0.85,0.72,0.1,7.0,0.55
46572,0.85,0.72,0.2,7.0,0.55
46573,0.85,0.72,0.3,7.0,0.55
46574,0.85,0.72,0.4,7.0,0.55
46575,0.85,0.72,0.5,7.0,0.55
46576,0.85,0.72,0.6,4.0,m
46577,0.85,0.72,0.7,3.0,c
46578,0.85,0.72,0.8,1.0,g
46579,0.85,0.72,0.9,0.0,b
46580,0.86,0.72,0.0,7.0,0.55
46581,0.86,0.72,0.1,7.0,0.55
46582,0.86,0.72,0.2,7.0,0.55
46583,0.86,0.72,0.3,7.0,0.55
46584,0.86,0.72,0.4,7.0,0.55
46585,0.86,0.72,0.5,7.0,0.55
46586,0.86,0.72,0.6,4.0,m
46587,0.86,0.72,0.7,3.0,c
46588,0.86,0.72,0.8,1.0,g
46589,0.86,0.72,0.9,0.0,b
46590,0.87,0.72,0.0,7.0,0.55
46591,0.87,0.72,0.1,7.0,0.55
46592,0.87,0.72,0.2,7.0,0.55
46593,0.87,0.72,0.3,7.0,0.55
46594,0.87,0.72,0.4,7.0,0.55
46595,0.87,0.72,0.5,7.0,0.55
46596,0.87,0.72,0.6,4.0,m
46597,0.87,0.72,0.7,3.0,c
46598,0.87,0.72,0.8,1.0,g
46599,0.87,0.72,0.9,0.0,b
46600,0.88,0.72,0.0,7.0,0.55
46601,0.88,0.72,0.1,7.0,0.55
46602,0.88,0.72,0.2,7.0,0.55
46603,0.88,0.72,0.3,7.0,0.55
46604,0.88,0.72,0.4,7.0,0.55
46605,0.88,0.72,0.5,7.0,0.55
46606,0.88,0.72,0.6,4.0,m
46607,0.88,0.72,0.7,3.0,c
46608,0.88,0.72,0.8,1.0,g
46609,0.88,0.72,0.9,0.0,b
46610,0.89,0.72,0.0,7.0,0.55
46611,0.89,0.72,0.1,7.0,0.55
46612,0.89,0.72,0.2,7.0,0.55
46613,0.89,0.72,0.3,7.0,0.55
46614,0.89,0.72,0.4,7.0,0.55
46615,0.89,0.72,0.5,7.0,0.55
46616,0.89,0.72,0.6,4.0,m
46617,0.89,0.72,0.7,3.0,c
46618,0.89,0.72,0.8,1.0,g
46619,0.89,0.72,0.9,0.0,b
46620,0.9,0.72,0.0,7.0,0.55
46621,0.9,0.72,0.1,7.0,0.55
46622,0.9,0.72,0.2,7.0,0.55
46623,0.9,0.72,0.3,7.0,0.55
46624,0.9,0.72,0.4,7.0,0.55
46625,0.9,0.72,0.5,7.0,0.55
46626,0.9,0.72,0.6,4.0,m
46627,0.9,0.72,0.7,3.0,c
46628,0.9,0.72,0.8,1.0,g
46629,0.9,0.72,0.9,0.0,b
46630,0.91,0.72,0.0,7.0,0.55
46631,0.91,0.72,0.1,7.0,0.55
46632,0.91,0.72,0.2,7.0,0.55
46633,0.91,0.72,0.3,7.0,0.55
46634,0.91,0.72,0.4,7.0,0.55
46635,0.91,0.72,0.5,7.0,0.55
46636,0.91,0.72,0.6,4.0,m
46637,0.91,0.72,0.7,3.0,c
46638,0.91,0.72,0.8,1.0,g
46639,0.91,0.72,0.9,0.0,b
46640,0.92,0.72,0.0,7.0,0.55
46641,0.92,0.72,0.1,7.0,0.55
46642,0.92,0.72,0.2,7.0,0.55
46643,0.92,0.72,0.3,7.0,0.55
46644,0.92,0.72,0.4,7.0,0.55
46645,0.92,0.72,0.5,7.0,0.55
46646,0.92,0.72,0.6,5.0,y
46647,0.92,0.72,0.7,3.0,c
46648,0.92,0.72,0.8,1.0,g
46649,0.92,0.72,0.9,0.0,b
46650,0.93,0.72,0.0,7.0,0.55
46651,0.93,0.72,0.1,7.0,0.55
46652,0.93,0.72,0.2,7.0,0.55
46653,0.93,0.72,0.3,7.0,0.55
46654,0.93,0.72,0.4,7.0,0.55
46655,0.93,0.72,0.5,7.0,0.55
46656,0.93,0.72,0.6,5.0,y
46657,0.93,0.72,0.7,3.0,c
46658,0.93,0.72,0.8,1.0,g
46659,0.93,0.72,0.9,0.0,b
46660,0.94,0.72,0.0,7.0,0.55
46661,0.94,0.72,0.1,7.0,0.55
46662,0.94,0.72,0.2,7.0,0.55
46663,0.94,0.72,0.3,7.0,0.55
46664,0.94,0.72,0.4,7.0,0.55
46665,0.94,0.72,0.5,7.0,0.55
46666,0.94,0.72,0.6,5.0,y
46667,0.94,0.72,0.7,3.0,c
46668,0.94,0.72,0.8,1.0,g
46669,0.94,0.72,0.9,0.0,b
46670,0.95,0.72,0.0,7.0,0.55
46671,0.95,0.72,0.1,7.0,0.55
46672,0.95,0.72,0.2,7.0,0.55
46673,0.95,0.72,0.3,7.0,0.55
46674,0.95,0.72,0.4,7.0,0.55
46675,0.95,0.72,0.5,7.0,0.55
46676,0.95,0.72,0.6,5.0,y
46677,0.95,0.72,0.7,3.0,c
46678,0.95,0.72,0.8,1.0,g
46679,0.95,0.72,0.9,0.0,b
46680,0.96,0.72,0.0,7.0,0.55
46681,0.96,0.72,0.1,7.0,0.55
46682,0.96,0.72,0.2,7.0,0.55
46683,0.96,0.72,0.3,7.0,0.55
46684,0.96,0.72,0.4,7.0,0.55
46685,0.96,0.72,0.5,7.0,0.55
46686,0.96,0.72,0.6,5.0,y
46687,0.96,0.72,0.7,3.0,c
46688,0.96,0.72,0.8,1.0,g
46689,0.96,0.72,0.9,0.0,b
46690,0.97,0.72,0.0,7.0,0.55
46691,0.97,0.72,0.1,7.0,0.55
46692,0.97,0.72,0.2,7.0,0.55
46693,0.97,0.72,0.3,7.0,0.55
46694,0.97,0.72,0.4,7.0,0.55
46695,0.97,0.72,0.5,7.0,0.55
46696,0.97,0.72,0.6,5.0,y
46697,0.97,0.72,0.7,3.0,c
46698,0.97,0.72,0.8,1.0,g
46699,0.97,0.72,0.9,0.0,b
46700,0.98,0.72,0.0,7.0,0.55
46701,0.98,0.72,0.1,7.0,0.55
46702,0.98,0.72,0.2,7.0,0.55
46703,0.98,0.72,0.3,7.0,0.55
46704,0.98,0.72,0.4,7.0,0.55
46705,0.98,0.72,0.5,7.0,0.55
46706,0.98,0.72,0.6,5.0,y
46707,0.98,0.72,0.7,3.0,c
46708,0.98,0.72,0.8,1.0,g
46709,0.98,0.72,0.9,0.0,b
46710,0.99,0.72,0.0,7.0,0.55
46711,0.99,0.72,0.1,7.0,0.55
46712,0.99,0.72,0.2,7.0,0.55
46713,0.99,0.72,0.3,7.0,0.55
46714,0.99,0.72,0.4,7.0,0.55
46715,0.99,0.72,0.5,7.0,0.55
46716,0.99,0.72,0.6,5.0,y
46717,0.99,0.72,0.7,3.0,c
46718,0.99,0.72,0.8,1.0,g
46719,0.99,0.72,0.9,0.0,b
46720,0.73,0.73,0.0,7.0,0.55
46721,0.73,0.73,0.1,7.0,0.55
46722,0.73,0.73,0.2,7.0,0.55
46723,0.73,0.73,0.3,7.0,0.55
46724,0.73,0.73,0.4,7.0,0.55
46725,0.73,0.73,0.5,5.0,y
46726,0.73,0.73,0.6,5.0,y
46727,0.73,0.73,0.7,3.0,c
46728,0.73,0.73,0.8,1.0,g
46729,0.73,0.73,0.9,0.0,b
46730,0.74,0.73,0.0,7.0,0.55
46731,0.74,0.73,0.1,7.0,0.55
46732,0.74,0.73,0.2,7.0,0.55
46733,0.74,0.73,0.3,7.0,0.55
46734,0.74,0.73,0.4,7.0,0.55
46735,0.74,0.73,0.5,5.0,y
46736,0.74,0.73,0.6,5.0,y
46737,0.74,0.73,0.7,3.0,c
46738,0.74,0.73,0.8,1.0,g
46739,0.74,0.73,0.9,0.0,b
46740,0.75,0.73,0.0,7.0,0.55
46741,0.75,0.73,0.1,7.0,0.55
46742,0.75,0.73,0.2,7.0,0.55
46743,0.75,0.73,0.3,7.0,0.55
46744,0.75,0.73,0.4,7.0,0.55
46745,0.75,0.73,0.5,5.0,y
46746,0.75,0.73,0.6,5.0,y
46747,0.75,0.73,0.7,3.0,c
46748,0.75,0.73,0.8,1.0,g
46749,0.75,0.73,0.9,0.0,b
46750,0.76,0.73,0.0,7.0,0.55
46751,0.76,0.73,0.1,7.0,0.55
46752,0.76,0.73,0.2,7.0,0.55
46753,0.76,0.73,0.3,7.0,0.55
46754,0.76,0.73,0.4,7.0,0.55
46755,0.76,0.73,0.5,5.0,y
46756,0.76,0.73,0.6,5.0,y
46757,0.76,0.73,0.7,3.0,c
46758,0.76,0.73,0.8,1.0,g
46759,0.76,0.73,0.9,0.0,b
46760,0.77,0.73,0.0,7.0,0.55
46761,0.77,0.73,0.1,7.0,0.55
46762,0.77,0.73,0.2,7.0,0.55
46763,0.77,0.73,0.3,7.0,0.55
46764,0.77,0.73,0.4,7.0,0.55
46765,0.77,0.73,0.5,5.0,y
46766,0.77,0.73,0.6,5.0,y
46767,0.77,0.73,0.7,3.0,c
46768,0.77,0.73,0.8,1.0,g
46769,0.77,0.73,0.9,0.0,b
46770,0.78,0.73,0.0,7.0,0.55
46771,0.78,0.73,0.1,7.0,0.55
46772,0.78,0.73,0.2,7.0,0.55
46773,0.78,0.73,0.3,7.0,0.55
46774,0.78,0.73,0.4,7.0,0.55
46775,0.78,0.73,0.5,5.0,y
46776,0.78,0.73,0.6,5.0,y
46777,0.78,0.73,0.7,3.0,c
46778,0.78,0.73,0.8,1.0,g
46779,0.78,0.73,0.9,0.0,b
46780,0.79,0.73,0.0,7.0,0.55
46781,0.79,0.73,0.1,7.0,0.55
46782,0.79,0.73,0.2,7.0,0.55
46783,0.79,0.73,0.3,7.0,0.55
46784,0.79,0.73,0.4,7.0,0.55
46785,0.79,0.73,0.5,5.0,y
46786,0.79,0.73,0.6,5.0,y
46787,0.79,0.73,0.7,3.0,c
46788,0.79,0.73,0.8,1.0,g
46789,0.79,0.73,0.9,0.0,b
46790,0.8,0.73,0.0,7.0,0.55
46791,0.8,0.73,0.1,7.0,0.55
46792,0.8,0.73,0.2,7.0,0.55
46793,0.8,0.73,0.3,7.0,0.55
46794,0.8,0.73,0.4,7.0,0.55
46795,0.8,0.73,0.5,5.0,y
46796,0.8,0.73,0.6,5.0,y
46797,0.8,0.73,0.7,3.0,c
46798,0.8,0.73,0.8,1.0,g
46799,0.8,0.73,0.9,0.0,b
46800,0.81,0.73,0.0,7.0,0.55
46801,0.81,0.73,0.1,7.0,0.55
46802,0.81,0.73,0.2,7.0,0.55
46803,0.81,0.73,0.3,7.0,0.55
46804,0.81,0.73,0.4,7.0,0.55
46805,0.81,0.73,0.5,5.0,y
46806,0.81,0.73,0.6,5.0,y
46807,0.81,0.73,0.7,3.0,c
46808,0.81,0.73,0.8,1.0,g
46809,0.81,0.73,0.9,0.0,b
46810,0.82,0.73,0.0,7.0,0.55
46811,0.82,0.73,0.1,7.0,0.55
46812,0.82,0.73,0.2,7.0,0.55
46813,0.82,0.73,0.3,7.0,0.55
46814,0.82,0.73,0.4,7.0,0.55
46815,0.82,0.73,0.5,5.0,y
46816,0.82,0.73,0.6,5.0,y
46817,0.82,0.73,0.7,3.0,c
46818,0.82,0.73,0.8,1.0,g
46819,0.82,0.73,0.9,0.0,b
46820,0.83,0.73,0.0,7.0,0.55
46821,0.83,0.73,0.1,7.0,0.55
46822,0.83,0.73,0.2,7.0,0.55
46823,0.83,0.73,0.3,7.0,0.55
46824,0.83,0.73,0.4,7.0,0.55
46825,0.83,0.73,0.5,5.0,y
46826,0.83,0.73,0.6,5.0,y
46827,0.83,0.73,0.7,3.0,c
46828,0.83,0.73,0.8,1.0,g
46829,0.83,0.73,0.9,0.0,b
46830,0.84,0.73,0.0,7.0,0.55
46831,0.84,0.73,0.1,7.0,0.55
46832,0.84,0.73,0.2,7.0,0.55
46833,0.84,0.73,0.3,7.0,0.55
46834,0.84,0.73,0.4,7.0,0.55
46835,0.84,0.73,0.5,7.0,0.55
46836,0.84,0.73,0.6,5.0,y
46837,0.84,0.73,0.7,3.0,c
46838,0.84,0.73,0.8,1.0,g
46839,0.84,0.73,0.9,0.0,b
46840,0.85,0.73,0.0,7.0,0.55
46841,0.85,0.73,0.1,7.0,0.55
46842,0.85,0.73,0.2,7.0,0.55
46843,0.85,0.73,0.3,7.0,0.55
46844,0.85,0.73,0.4,7.0,0.55
46845,0.85,0.73,0.5,7.0,0.55
46846,0.85,0.73,0.6,5.0,y
46847,0.85,0.73,0.7,3.0,c
46848,0.85,0.73,0.8,1.0,g
46849,0.85,0.73,0.9,0.0,b
46850,0.86,0.73,0.0,7.0,0.55
46851,0.86,0.73,0.1,7.0,0.55
46852,0.86,0.73,0.2,7.0,0.55
46853,0.86,0.73,0.3,7.0,0.55
46854,0.86,0.73,0.4,7.0,0.55
46855,0.86,0.73,0.5,7.0,0.55
46856,0.86,0.73,0.6,5.0,y
46857,0.86,0.73,0.7,3.0,c
46858,0.86,0.73,0.8,1.0,g
46859,0.86,0.73,0.9,0.0,b
46860,0.87,0.73,0.0,7.0,0.55
46861,0.87,0.73,0.1,7.0,0.55
46862,0.87,0.73,0.2,7.0,0.55
46863,0.87,0.73,0.3,7.0,0.55
46864,0.87,0.73,0.4,7.0,0.55
46865,0.87,0.73,0.5,7.0,0.55
46866,0.87,0.73,0.6,5.0,y
46867,0.87,0.73,0.7,3.0,c
46868,0.87,0.73,0.8,1.0,g
46869,0.87,0.73,0.9,0.0,b
46870,0.88,0.73,0.0,7.0,0.55
46871,0.88,0.73,0.1,7.0,0.55
46872,0.88,0.73,0.2,7.0,0.55
46873,0.88,0.73,0.3,7.0,0.55
46874,0.88,0.73,0.4,7.0,0.55
46875,0.88,0.73,0.5,7.0,0.55
46876,0.88,0.73,0.6,5.0,y
46877,0.88,0.73,0.7,3.0,c
46878,0.88,0.73,0.8,1.0,g
46879,0.88,0.73,0.9,0.0,b
46880,0.89,0.73,0.0,7.0,0.55
46881,0.89,0.73,0.1,7.0,0.55
46882,0.89,0.73,0.2,7.0,0.55
46883,0.89,0.73,0.3,7.0,0.55
46884,0.89,0.73,0.4,7.0,0.55
46885,0.89,0.73,0.5,7.0,0.55
46886,0.89,0.73,0.6,5.0,y
46887,0.89,0.73,0.7,3.0,c
46888,0.89,0.73,0.8,1.0,g
46889,0.89,0.73,0.9,0.0,b
46890,0.9,0.73,0.0,7.0,0.55
46891,0.9,0.73,0.1,7.0,0.55
46892,0.9,0.73,0.2,7.0,0.55
46893,0.9,0.73,0.3,7.0,0.55
46894,0.9,0.73,0.4,7.0,0.55
46895,0.9,0.73,0.5,7.0,0.55
46896,0.9,0.73,0.6,5.0,y
46897,0.9,0.73,0.7,3.0,c
46898,0.9,0.73,0.8,1.0,g
46899,0.9,0.73,0.9,0.0,b
46900,0.91,0.73,0.0,7.0,0.55
46901,0.91,0.73,0.1,7.0,0.55
46902,0.91,0.73,0.2,7.0,0.55
46903,0.91,0.73,0.3,7.0,0.55
46904,0.91,0.73,0.4,7.0,0.55
46905,0.91,0.73,0.5,7.0,0.55
46906,0.91,0.73,0.6,5.0,y
46907,0.91,0.73,0.7,3.0,c
46908,0.91,0.73,0.8,1.0,g
46909,0.91,0.73,0.9,0.0,b
46910,0.92,0.73,0.0,7.0,0.55
46911,0.92,0.73,0.1,7.0,0.55
46912,0.92,0.73,0.2,7.0,0.55
46913,0.92,0.73,0.3,7.0,0.55
46914,0.92,0.73,0.4,7.0,0.55
46915,0.92,0.73,0.5,7.0,0.55
46916,0.92,0.73,0.6,5.0,y
46917,0.92,0.73,0.7,3.0,c
46918,0.92,0.73,0.8,1.0,g
46919,0.92,0.73,0.9,0.0,b
46920,0.93,0.73,0.0,7.0,0.55
46921,0.93,0.73,0.1,7.0,0.55
46922,0.93,0.73,0.2,7.0,0.55
46923,0.93,0.73,0.3,7.0,0.55
46924,0.93,0.73,0.4,7.0,0.55
46925,0.93,0.73,0.5,7.0,0.55
46926,0.93,0.73,0.6,5.0,y
46927,0.93,0.73,0.7,3.0,c
46928,0.93,0.73,0.8,1.0,g
46929,0.93,0.73,0.9,0.0,b
46930,0.94,0.73,0.0,7.0,0.55
46931,0.94,0.73,0.1,7.0,0.55
46932,0.94,0.73,0.2,7.0,0.55
46933,0.94,0.73,0.3,7.0,0.55
46934,0.94,0.73,0.4,7.0,0.55
46935,0.94,0.73,0.5,7.0,0.55
46936,0.94,0.73,0.6,5.0,y
46937,0.94,0.73,0.7,3.0,c
46938,0.94,0.73,0.8,1.0,g
46939,0.94,0.73,0.9,0.0,b
46940,0.95,0.73,0.0,7.0,0.55
46941,0.95,0.73,0.1,7.0,0.55
46942,0.95,0.73,0.2,7.0,0.55
46943,0.95,0.73,0.3,7.0,0.55
46944,0.95,0.73,0.4,7.0,0.55
46945,0.95,0.73,0.5,7.0,0.55
46946,0.95,0.73,0.6,5.0,y
46947,0.95,0.73,0.7,3.0,c
46948,0.95,0.73,0.8,1.0,g
46949,0.95,0.73,0.9,0.0,b
46950,0.96,0.73,0.0,7.0,0.55
46951,0.96,0.73,0.1,7.0,0.55
46952,0.96,0.73,0.2,7.0,0.55
46953,0.96,0.73,0.3,7.0,0.55
46954,0.96,0.73,0.4,7.0,0.55
46955,0.96,0.73,0.5,7.0,0.55
46956,0.96,0.73,0.6,5.0,y
46957,0.96,0.73,0.7,3.0,c
46958,0.96,0.73,0.8,1.0,g
46959,0.96,0.73,0.9,0.0,b
46960,0.97,0.73,0.0,7.0,0.55
46961,0.97,0.73,0.1,7.0,0.55
46962,0.97,0.73,0.2,7.0,0.55
46963,0.97,0.73,0.3,7.0,0.55
46964,0.97,0.73,0.4,7.0,0.55
46965,0.97,0.73,0.5,7.0,0.55
46966,0.97,0.73,0.6,5.0,y
46967,0.97,0.73,0.7,3.0,c
46968,0.97,0.73,0.8,1.0,g
46969,0.97,0.73,0.9,0.0,b
46970,0.98,0.73,0.0,7.0,0.55
46971,0.98,0.73,0.1,7.0,0.55
46972,0.98,0.73,0.2,7.0,0.55
46973,0.98,0.73,0.3,7.0,0.55
46974,0.98,0.73,0.4,7.0,0.55
46975,0.98,0.73,0.5,7.0,0.55
46976,0.98,0.73,0.6,5.0,y
46977,0.98,0.73,0.7,3.0,c
46978,0.98,0.73,0.8,1.0,g
46979,0.98,0.73,0.9,0.0,b
46980,0.99,0.73,0.0,7.0,0.55
46981,0.99,0.73,0.1,7.0,0.55
46982,0.99,0.73,0.2,7.0,0.55
46983,0.99,0.73,0.3,7.0,0.55
46984,0.99,0.73,0.4,7.0,0.55
46985,0.99,0.73,0.5,7.0,0.55
46986,0.99,0.73,0.6,5.0,y
46987,0.99,0.73,0.7,3.0,c
46988,0.99,0.73,0.8,1.0,g
46989,0.99,0.73,0.9,0.0,b
46990,0.74,0.74,0.0,7.0,0.55
46991,0.74,0.74,0.1,7.0,0.55
46992,0.74,0.74,0.2,7.0,0.55
46993,0.74,0.74,0.3,7.0,0.55
46994,0.74,0.74,0.4,7.0,0.55
46995,0.74,0.74,0.5,5.0,y
46996,0.74,0.74,0.6,5.0,y
46997,0.74,0.74,0.7,3.0,c
46998,0.74,0.74,0.8,1.0,g
46999,0.74,0.74,0.9,0.0,b
47000,0.75,0.74,0.0,7.0,0.55
47001,0.75,0.74,0.1,7.0,0.55
47002,0.75,0.74,0.2,7.0,0.55
47003,0.75,0.74,0.3,7.0,0.55
47004,0.75,0.74,0.4,7.0,0.55
47005,0.75,0.74,0.5,5.0,y
47006,0.75,0.74,0.6,5.0,y
47007,0.75,0.74,0.7,3.0,c
47008,0.75,0.74,0.8,1.0,g
47009,0.75,0.74,0.9,0.0,b
47010,0.76,0.74,0.0,7.0,0.55
47011,0.76,0.74,0.1,7.0,0.55
47012,0.76,0.74,0.2,7.0,0.55
47013,0.76,0.74,0.3,7.0,0.55
47014,0.76,0.74,0.4,7.0,0.55
47015,0.76,0.74,0.5,5.0,y
47016,0.76,0.74,0.6,5.0,y
47017,0.76,0.74,0.7,3.0,c
47018,0.76,0.74,0.8,1.0,g
47019,0.76,0.74,0.9,0.0,b
47020,0.77,0.74,0.0,7.0,0.55
47021,0.77,0.74,0.1,7.0,0.55
47022,0.77,0.74,0.2,7.0,0.55
47023,0.77,0.74,0.3,7.0,0.55
47024,0.77,0.74,0.4,7.0,0.55
47025,0.77,0.74,0.5,5.0,y
47026,0.77,0.74,0.6,5.0,y
47027,0.77,0.74,0.7,3.0,c
47028,0.77,0.74,0.8,1.0,g
47029,0.77,0.74,0.9,0.0,b
47030,0.78,0.74,0.0,7.0,0.55
47031,0.78,0.74,0.1,7.0,0.55
47032,0.78,0.74,0.2,7.0,0.55
47033,0.78,0.74,0.3,7.0,0.55
47034,0.78,0.74,0.4,7.0,0.55
47035,0.78,0.74,0.5,5.0,y
47036,0.78,0.74,0.6,5.0,y
47037,0.78,0.74,0.7,3.0,c
47038,0.78,0.74,0.8,1.0,g
47039,0.78,0.74,0.9,0.0,b
47040,0.79,0.74,0.0,7.0,0.55
47041,0.79,0.74,0.1,7.0,0.55
47042,0.79,0.74,0.2,7.0,0.55
47043,0.79,0.74,0.3,7.0,0.55
47044,0.79,0.74,0.4,7.0,0.55
47045,0.79,0.74,0.5,5.0,y
47046,0.79,0.74,0.6,5.0,y
47047,0.79,0.74,0.7,3.0,c
47048,0.79,0.74,0.8,1.0,g
47049,0.79,0.74,0.9,0.0,b
47050,0.8,0.74,0.0,7.0,0.55
47051,0.8,0.74,0.1,7.0,0.55
47052,0.8,0.74,0.2,7.0,0.55
47053,0.8,0.74,0.3,7.0,0.55
47054,0.8,0.74,0.4,7.0,0.55
47055,0.8,0.74,0.5,5.0,y
47056,0.8,0.74,0.6,5.0,y
